Date,Latitude,Longitude,Max_Temperature,Min_Temperature,Rainfall
2014-01-01,8.5,77.5,31.810442,21.410809,0.0
2014-01-01,8.5,78.5,30.95624,21.668861,0.0
2014-01-01,9.5,76.5,30.932188,19.991869,0.0
2014-01-01,9.5,77.5,30.395212,19.869904,0.0
2014-01-01,9.5,78.5,29.258133,20.201275,0.0
2014-01-01,9.5,79.5,30.078903,21.81826,0.0
2014-01-01,10.5,76.5,28.03779,16.787516,0.0
2014-01-01,10.5,77.5,27.97631,17.129854,0.0
2014-01-01,10.5,78.5,30.324106,21.170591,0.0
2014-01-01,10.5,79.5,29.85883,22.148691,0.0
2014-01-01,11.5,76.5,27.527905,15.671237,0.0
2014-01-01,11.5,77.5,28.200974,16.862276,0.0
2014-01-01,11.5,78.5,30.236267,20.4757,0.0
2014-01-01,11.5,79.5,29.791271,22.324835,0.0074133011512458
2014-01-01,12.5,75.5,29.500114,17.20297,0.0
2014-01-01,12.5,76.5,25.750011,13.713349,0.0
2014-01-01,12.5,77.5,27.719673,16.61234,0.0
2014-01-01,12.5,78.5,28.624283,18.15483,0.0
2014-01-01,12.5,79.5,29.591372,21.025742,0.0
2014-01-01,12.5,80.5,29.39259,21.28671,0.048233263194561
2014-01-01,13.5,75.5,29.616611,16.2888,0.0
2014-01-01,13.5,76.5,27.486002,15.158605,0.0
2014-01-01,13.5,77.5,26.75134,15.980417,0.0
2014-01-01,13.5,78.5,27.728481,17.572365,0.0
2014-01-01,13.5,79.5,28.513493,19.547504,0.0
2014-01-01,13.5,80.5,29.489603,20.818579,0.0
2014-01-01,14.5,74.5,30.87315,17.585592,0.0
2014-01-01,14.5,75.5,29.481697,15.706274,0.0
2014-01-01,14.5,76.5,27.978773,15.4334755,0.0
2014-01-01,14.5,77.5,27.75975,17.077984,0.0
2014-01-01,14.5,78.5,28.312712,17.943045,0.0
2014-01-01,14.5,79.5,28.964996,19.144655,0.0
2014-01-01,14.5,80.5,29.354065,19.855526,0.0
2014-01-01,15.5,74.5,31.022703,17.861872,0.0
2014-01-01,15.5,75.5,29.836536,16.190033,0.0
2014-01-01,15.5,76.5,28.341383,16.338772,0.0
2014-01-01,15.5,77.5,28.521126,17.257088,0.0
2014-01-01,15.5,78.5,29.17457,18.050009,0.0
2014-01-01,15.5,79.5,29.175966,18.571493,0.0
2014-01-01,15.5,80.5,29.337141,18.36884,0.0
2014-01-01,16.5,73.5,31.00113,18.052616,0.0
2014-01-01,16.5,74.5,30.028517,16.12686,0.0
2014-01-01,16.5,75.5,29.223602,15.511973,0.0
2014-01-01,16.5,76.5,28.275469,15.771815,0.0
2014-01-01,16.5,77.5,28.078234,16.31183,0.0
2014-01-01,16.5,78.5,28.635775,15.810734,0.0
2014-01-01,16.5,79.5,29.185972,17.345247,0.0
2014-01-01,16.5,80.5,29.279938,18.106678,0.0
2014-01-01,16.5,81.5,29.598375,18.021782,0.0
2014-01-01,17.5,73.5,29.416637,16.30211,0.0
2014-01-01,17.5,74.5,29.302027,14.107733,0.0
2014-01-01,17.5,75.5,29.365816,14.406126,0.0
2014-01-01,17.5,76.5,28.39027,14.786684,0.0
2014-01-01,17.5,77.5,28.229954,15.689818,0.0
2014-01-01,17.5,78.5,28.410149,15.491382,0.0
2014-01-01,17.5,79.5,28.981403,15.475698,0.0
2014-01-01,17.5,80.5,28.706285,16.56414,0.0
2014-01-01,17.5,81.5,28.848322,16.56608,0.0
2014-01-01,17.5,82.5,28.28135,16.836136,0.0
2014-01-01,17.5,83.5,28.249054,16.549232,0.0
2014-01-01,18.5,73.5,28.987913,16.196842,0.0
2014-01-01,18.5,74.5,28.82787,13.761231,0.0
2014-01-01,18.5,75.5,29.287315,12.482269,0.0
2014-01-01,18.5,76.5,29.399,13.955995,0.0
2014-01-01,18.5,77.5,28.72763,14.351463,0.0
